ALV-7004/USB-FAST
Date :	"3/14/2024"
Time :	"12:33:53 PM"
Samplename : 	""
SampMemo(0) : 	""
SampMemo(1) : 	""
SampMemo(2) : 	""
SampMemo(3) : 	""
SampMemo(4) : 	""
SampMemo(5) : 	""
SampMemo(6) : 	""
SampMemo(7) : 	""
SampMemo(8) : 	""
SampMemo(9) : 	""
Temperature [K] :	     298.16000
Viscosity [cp]  :	       0.89000
Refractive Index:	       1.33200
Wavelength [nm] :	       0.00000
Angle [°]       :	       0.00000
Duration [s]    :	         1
FloatDur [ms]   :	          944
Stop TP [ms]   :	      3370
Runs            :	         1
Mode            :	"A-CH0+1  A-CH2+3 "
MeanCR0 [kHz]   :	     118.11680
MeanCR1 [kHz]   :	     120.40880
MeanCR2 [kHz]   :	     114.19508
MeanCR3 [kHz]   :	     115.11273

"Correlation"
  3.12500E-006	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000
  6.25000E-006	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000
  9.37500E-006	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000
  1.25000E-005	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000
  1.56250E-005	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000
  1.87500E-005	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000	 -1.00000E+000
  2.18750E-005	 -9.02783E-001	 -1.81424E-001	 -2.19929E-001	 -9.74411E-001
  2.50000E-005	  5.85383E+000	  6.64784E+000	  6.28066E+000	  1.21786E+001
  2.81250E-005	  1.64918E+000	  1.52589E+000	  1.39222E+000	  5.47413E+000
  3.12500E-005	  1.18739E+000	  6.83928E-001	  7.16156E-001	  2.68488E+000
  3.43750E-005	  6.28392E-001	  7.07316E-001	  1.02818E+000	  1.91720E+000
  3.75000E-005	  5.31175E-001	  8.00868E-001	  7.94163E-001	  2.22427E+000
  4.06250E-005	  1.11448E+000	  7.77480E-001	  6.38149E-001	  1.89161E+000
  4.37500E-005	  6.04088E-001	  7.07316E-001	  5.08137E-001	  1.89161E+000
  4.68750E-005	  5.79783E-001	  8.94419E-001	  7.42158E-001	  1.37982E+000
  5.00000E-005	  7.62066E-001	  6.25458E-001	  6.25147E-001	  1.37982E+000
  5.62500E-005	  8.34979E-001	  7.65786E-001	  6.38148E-001	  1.11113E+000
  6.25000E-005	  5.43327E-001	  7.19010E-001	  4.04127E-001	  1.03436E+000
  6.87500E-005	  5.55479E-001	  5.90377E-001	  6.77152E-001	  1.11113E+000
  7.50000E-005	  6.52696E-001	  3.33110E-001	  5.73143E-001	  8.29645E-001
  8.12500E-005	  5.31175E-001	  7.19010E-001	  7.68160E-001	  8.04056E-001
  8.75000E-005	  7.37762E-001	  7.77480E-001	  4.43131E-001	  1.03436E+000
  9.37500E-005	  4.46109E-001	  7.19010E-001	  6.64151E-001	  7.14493E-001
  1.00000E-004	  5.19022E-001	  5.90376E-001	  6.38148E-001	  5.60956E-001
  1.12500E-004	  4.21805E-001	  6.13764E-001	  6.05645E-001	  7.14492E-001
  1.25000E-004	  5.73707E-001	  5.49448E-001	  5.40639E-001	  6.24929E-001
  1.37500E-004	  3.91424E-001	  5.61142E-001	  5.40639E-001	  4.71393E-001
  1.50000E-004	  5.85859E-001	  6.07917E-001	  4.43131E-001	  5.99340E-001
  1.62500E-004	  4.82566E-001	  7.01469E-001	  5.08137E-001	  2.60280E-001
  1.75000E-004	  5.00794E-001	  4.85131E-001	  4.49631E-001	  5.28969E-001
  1.87500E-004	  5.73707E-001	  5.08519E-001	  4.75634E-001	  5.28969E-001
  2.00000E-004	  4.12690E-001	  5.99146E-001	  6.02395E-001	  5.16174E-001
  2.25000E-004	  5.31174E-001	  5.05595E-001	  5.30888E-001	  5.64154E-001
  2.50000E-004	  4.09652E-001	  4.99748E-001	  5.17887E-001	  5.67353E-001
  2.75000E-004	  3.88386E-001	  4.58819E-001	  4.72383E-001	  4.90585E-001
  3.00000E-004	  4.91679E-001	  6.72234E-001	  5.56891E-001	  6.76108E-001
  3.25000E-004	  3.24587E-001	  5.23136E-001	  4.62632E-001	  5.25770E-001
  3.50000E-004	  4.79527E-001	  5.84529E-001	  4.46381E-001	  4.68194E-001
  3.75000E-004	  5.49402E-001	  4.88054E-001	  5.11387E-001	  4.39406E-001
  4.00000E-004	  5.15983E-001	  5.36291E-001	  5.03260E-001	  4.90584E-001
  4.50000E-004	  5.11426E-001	  5.05594E-001	  4.48005E-001	  5.25769E-001
  5.00000E-004	  4.18766E-001	  4.50048E-001	  4.83758E-001	  5.22571E-001
  5.50000E-004	  5.28135E-001	  5.17288E-001	  5.00010E-001	  4.71392E-001
  6.00000E-004	  4.79527E-001	  5.53832E-001	  4.61006E-001	  5.04978E-001
  6.50000E-004	  4.59779E-001	  4.42739E-001	  4.64257E-001	  5.30567E-001
  7.00000E-004	  5.32692E-001	  4.67589E-001	  4.82133E-001	  4.77789E-001
  7.50000E-004	  4.14209E-001	  3.97425E-001	  6.07269E-001	  4.53799E-001
  8.00000E-004	  4.37765E-001	  4.52970E-001	  5.40637E-001	  5.02578E-001
  9.00000E-004	  4.27145E-001	  5.12902E-001	  4.86195E-001	  5.10574E-001
  1.00000E-003	  4.66640E-001	  4.32506E-001	  4.12251E-001	  5.13773E-001
  1.10000E-003	  5.27402E-001	  4.73435E-001	  4.18751E-001	  4.70591E-001
  1.20000E-003	  4.54488E-001	  4.71242E-001	  4.39066E-001	  4.59396E-001
  1.30000E-003	  5.06895E-001	  4.99015E-001	  5.26823E-001	  4.94581E-001
  1.40000E-003	  4.46133E-001	  4.50047E-001	  4.85382E-001	  4.17013E-001
  1.50000E-003	  4.90945E-001	  5.07055E-001	  5.37387E-001	  4.33006E-001
  1.60000E-003	  5.08072E-001	  5.14009E-001	  5.09757E-001	  4.89780E-001
  1.80000E-003	  4.46169E-001	  5.55303E-001	  4.71972E-001	  5.01775E-001
  2.00000E-003	  5.24782E-001	  5.23145E-001	  4.75223E-001	  4.66190E-001
  2.20000E-003	  4.60221E-001	  5.36301E-001	  4.65472E-001	  4.80984E-001
  2.40000E-003	  4.58689E-001	  4.78196E-001	  5.20727E-001	  5.09786E-001
  2.60000E-003	  4.57170E-001	  4.53346E-001	  5.11382E-001	  4.74200E-001
  2.80000E-003	  4.51093E-001	  4.73445E-001	  5.15445E-001	  4.50210E-001
  3.00000E-003	  4.86412E-001	  4.64675E-001	  4.97568E-001	  4.38615E-001
  3.20000E-003	  4.86067E-001	  5.04346E-001	  4.82531E-001	  4.49019E-001
  3.60000E-003	  4.50368E-001	  4.93566E-001	  4.79484E-001	  4.97800E-001
  4.00000E-003	  4.72585E-001	  5.18416E-001	  4.79687E-001	  4.61214E-001
  4.40000E-003	  4.80167E-001	  5.11107E-001	  4.93704E-001	  4.51818E-001
  4.80000E-003	  4.80344E-001	  4.76925E-001	  4.70139E-001	  4.58215E-001
  5.20000E-003	  4.73128E-001	  4.83868E-001	  4.81312E-001	  4.49619E-001
  5.60000E-003	  4.47481E-001	  4.77290E-001	  4.78671E-001	  4.35025E-001
  6.00000E-003	  4.89065E-001	  5.15113E-001	  4.37230E-001	  4.79807E-001
  6.40000E-003	  4.74215E-001	  5.06372E-001	  4.57433E-001	  4.54034E-001
  7.20000E-003	  4.84280E-001	  4.96218E-001	  4.67691E-001	  4.51635E-001
  8.00000E-003	  4.84280E-001	  4.89914E-001	  4.71043E-001	  4.40839E-001
  8.80000E-003	  4.50479E-001	  4.88087E-001	  4.60074E-001	  4.71327E-001
  9.60000E-003	  4.54942E-001	  4.92838E-001	  4.95420E-001	  4.84109E-001
  1.04000E-002	  4.95008E-001	  4.90097E-001	  4.53167E-001	  4.94105E-001
  1.12000E-002	  4.53884E-001	  4.77750E-001	  4.52964E-001	  4.54221E-001
  1.20000E-002	  4.72670E-001	  4.99220E-001	  4.83449E-001	  4.47823E-001
  1.28000E-002	  4.51319E-001	  4.89150E-001	  4.65921E-001	  4.71648E-001
  1.44000E-002	  4.55876E-001	  4.80790E-001	  4.65921E-001	  4.52742E-001
  1.60000E-002	  4.56683E-001	  4.74395E-001	  4.60907E-001	  4.36948E-001
  1.76000E-002	  4.70200E-001	  4.90612E-001	  4.64513E-001	  4.53741E-001
  1.92000E-002	  4.58556E-001	  4.80927E-001	  4.40745E-001	  4.56090E-001
  2.08000E-002	  4.52194E-001	  4.76346E-001	  4.60680E-001	  4.38260E-001
  2.24000E-002	  4.49834E-001	  4.64834E-001	  4.62204E-001	  4.39697E-001
  2.40000E-002	  4.34284E-001	  4.57878E-001	  4.63981E-001	  4.32249E-001
  2.56000E-002	  4.44998E-001	  4.59647E-001	  4.47526E-001	  4.40275E-001
  2.88000E-002	  4.49959E-001	  4.57647E-001	  4.40391E-001	  4.37151E-001
  3.20000E-002	  4.32797E-001	  4.60476E-001	  4.33395E-001	  4.30054E-001
  3.52000E-002	  4.21307E-001	  4.54309E-001	  4.32913E-001	  4.34202E-001
  3.84000E-002	  4.36869E-001	  4.41756E-001	  4.22895E-001	  4.20331E-001
  4.16000E-002	  4.24549E-001	  4.46096E-001	  4.24114E-001	  4.26965E-001
  4.48000E-002	  4.14007E-001	  4.41414E-001	  4.28253E-001	  4.06498E-001
  4.80000E-002	  4.13532E-001	  4.42406E-001	  4.13780E-001	  4.23653E-001
  5.12000E-002	  4.08569E-001	  4.41504E-001	  4.11748E-001	  4.09676E-001
  5.76000E-002	  3.94706E-001	  4.30734E-001	  4.03407E-001	  4.05627E-001
  6.40000E-002	  3.90077E-001	  4.17040E-001	  3.93263E-001	  3.94231E-001
  7.04000E-002	  3.82811E-001	  4.05114E-001	  3.88756E-001	  3.77924E-001
  7.68000E-002	  3.75807E-001	  3.96227E-001	  3.77520E-001	  3.73250E-001
